tick,health,armor,ammo_bullets,ammo_shells,ammo_cells,ammo_rockets,pos_x,pos_y,pos_z,mom_x,mom_y,mom_z,speed,health_delta,ammo_bullets_delta,ammo_shells_delta,ammo_cells_delta,ammo_rockets_delta,distance_delta,damage_count,attack_down,cheats_flag,god_mode,noclip,infinite_ammo,speedhack,damage_attempts,shots_fired,player_state
883,73,0,100,8,0,0,-388,-1220,0,1748881,-1557027,0,35.7294,0,0,0,0,0,54.8905,0,0,256,0,0,0,1,0,0,0
885,73,0,100,8,0,0,-327,-1274,0,2293760,-2293760,0,49.4975,0,0,0,0,0,82.1363,0,0,256,0,0,0,1,0,0,0
888,73,0,100,8,0,0,-222,-1379,0,2293760,-2293760,0,49.4975,0,0,0,0,0,148.4924,0,0,256,0,0,0,1,0,0,0
890,73,0,100,8,0,0,-152,-1449,0,2293760,-2293760,0,49.4975,0,0,0,0,0,98.9949,0,0,256,0,0,0,1,0,0,0
893,73,0,100,8,0,0,-85,-1517,0,-6510,0,0,0.0993,0,0,0,0,0,95.8414,0,0,256,0,0,0,1,0,0,0
895,73,0,100,8,0,0,-85,-1517,0,-4620,0,0,0.0705,0,0,0,0,0,0.1826,0,0,256,0,0,0,1,0,0,0
898,73,0,100,8,0,0,-85,-1517,0,0,0,0,0.0000,0,0,0,0,0,0.1314,0,0,256,0,0,0,1,0,0,0
900,73,0,100,8,0,0,-85,-1517,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,256,0,0,0,1,0,0,0
903,73,0,100,8,0,0,-85,-1517,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,256,0,0,0,1,0,0,0
905,73,0,100,8,0,0,-85,-1517,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,256,0,0,0,1,0,0,0
908,73,0,100,8,0,0,-85,-1517,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,256,0,0,0,1,0,0,0
910,73,0,100,8,0,0,-85,-1517,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,1,256,0,0,0,1,0,1,0
913,73,0,100,7,0,0,-85,-1517,0,-241470,121542,0,4.1250,0,0,-1,0,0,0.0000,0,1,256,0,0,0,1,0,0,0
915,73,0,100,7,0,0,-97,-1511,0,-905416,452758,0,15.4466,0,0,0,0,0,13.3271,0,1,256,0,0,0,1,0,0,0
918,73,0,100,7,0,0,-161,-1480,0,-2293760,1293993,0,40.1853,0,0,0,0,0,71.1648,0,1,256,0,0,0,1,0,0,0
920,73,0,100,7,0,0,-231,-1434,0,-2293760,2232609,0,48.8421,0,0,0,0,0,83.7020,0,1,256,0,0,0,1,0,0,0
923,73,0,100,7,0,0,-336,-1330,0,-2293760,2293760,0,49.4975,0,0,0,0,0,147.8341,0,1,256,0,0,0,1,0,0,0
925,73,0,100,7,0,0,-406,-1260,0,-2293760,2293760,0,49.4975,0,0,0,0,0,98.9949,0,1,256,0,0,0,1,0,0,0
928,73,0,100,7,0,0,-429,-1195,0,-138267,980764,0,15.1133,0,0,0,0,0,68.4924,0,1,256,0,0,0,1,0,0,0
930,73,0,100,7,0,0,-429,-1172,0,-117265,-243577,0,4.1250,0,0,0,0,0,23.5598,0,1,256,0,0,0,1,0,0,0
933,73,0,100,7,0,0,-429,-1190,0,0,-349020,0,5.3256,0,0,0,0,0,18.2662,0,1,256,0,0,0,1,0,0,0
935,73,0,100,7,0,0,-429,-1200,0,0,-234990,0,3.5857,0,0,0,0,0,9.6964,0,1,256,0,0,0,1,0,0,0
938,73,0,100,7,0,0,-429,-1209,0,0,-129990,0,1.9835,0,0,0,0,0,8.9433,0,1,256,0,0,0,1,0,0,0
940,73,0,100,7,0,0,-429,-1212,0,0,-87570,0,1.3362,0,0,0,0,0,3.6113,0,1,256,0,0,0,1,0,0,0
943,73,0,100,7,0,0,-429,-1216,0,125049,-312751,0,5.1395,0,0,0,0,0,3.3389,0,1,256,0,0,0,1,0,0,0
945,73,0,100,7,0,0,-423,-1230,0,454617,-1015189,0,16.9729,0,0,0,0,0,15.5795,0,1,256,0,0,0,1,0,0,0
948,73,0,100,7,0,0,-398,-1287,0,455910,-1004430,0,16.8313,0,0,0,0,0,62.4972,0,0,256,0,0,0,1,0,0,0
950,73,0,100,7,0,0,-385,-1315,0,306600,-675990,0,11.3262,0,0,0,0,0,30.6383,0,0,256,0,0,0,1,0,0,0
953,73,0,100,11,0,0,-373,-1341,0,168840,-373380,0,6.2527,0,0,4,0,0,28.2397,0,0,256,0,0,0,1,0,0,0
955,73,0,100,11,0,0,-372,-1354,0,-335935,-684091,0,11.6291,0,0,0,0,0,13.6242,0,0,256,0,0,0,1,0,0,0
958,73,0,100,11,0,0,-407,-1383,0,-1824579,-491269,0,28.8324,0,0,0,0,0,45.2836,0,0,256,0,0,0,1,0,0,0
960,73,0,100,11,0,0,-436,-1389,0,-158340,0,0,2.4161,0,0,0,0,0,30.5681,0,0,256,0,0,0,1,0,0,0
963,73,0,100,11,0,0,-443,-1389,0,-87570,0,0,1.3362,0,0,0,0,0,6.0274,0,0,256,0,0,0,1,0,0,0
965,73,0,100,11,0,0,-445,-1389,0,-59220,0,0,0.9036,0,0,0,0,0,2.4353,0,0,256,0,0,0,1,0,0,0
968,73,0,100,11,0,0,-447,-1389,0,-32970,0,0,0.5031,0,0,0,0,0,2.2591,0,0,256,0,0,0,1,0,0,0
970,73,0,100,11,0,0,-448,-1389,0,-22260,0,0,0.3397,0,0,0,0,0,0.9164,0,0,256,0,0,0,1,0,0,0
973,55,0,100,10,0,0,-443,-1389,0,86940,0,0,1.3266,-18,0,-1,0,0,4.8573,16,1,256,0,0,0,1,2,1,0
975,55,0,100,10,0,0,-441,-1389,0,58380,0,0,0.8908,0,0,0,0,0,2.4129,14,1,256,0,0,0,1,0,0,0
978,55,0,100,10,0,0,-451,-1388,0,-897673,111210,0,13.8021,0,0,0,0,0,10.0145,11,1,256,0,0,0,1,0,0,0
980,55,0,100,10,0,0,-485,-1384,0,-1957771,242794,0,30.1021,0,0,0,0,0,34.9121,9,1,256,0,0,0,1,0,0,0
983,55,0,100,14,0,0,-585,-1370,0,-2293760,389458,0,35.5009,0,0,4,0,0,100.8871,6,1,256,0,0,0,1,0,0,0
985,55,0,100,14,0,0,-655,-1355,0,-2293760,683803,0,36.5222,0,0,0,0,0,71.5111,4,1,256,0,0,0,1,0,0,0
988,55,0,100,14,0,0,-690,-1317,8,-1543500,655620,0,25.5885,0,0,0,0,0,51.2945,1,1,256,0,0,0,1,0,0,0
990,55,0,100,14,0,0,-690,-1307,8,-1038870,0,0,15.8519,0,0,0,0,0,10.0040,0,1,256,0,0,0,1,0,0,0
993,55,0,100,14,0,0,-690,-1307,8,-573720,0,0,8.7543,0,0,0,0,0,0.0000,0,1,256,0,0,0,1,0,0,0
995,55,0,100,14,0,0,-690,-1309,8,-291145,-167296,0,5.1237,0,0,0,0,0,1.3807,0,1,256,0,0,0,1,0,0,0
998,55,0,100,14,0,0,-693,-1318,8,-60270,-154560,0,2.5314,0,0,0,0,0,9.2652,0,1,256,0,0,0,1,0,0,0
1000,55,0,100,14,0,0,-693,-1322,8,-40740,-104160,0,1.7066,0,0,0,0,0,4.2938,0,1,256,0,0,0,1,0,0,0
1003,55,0,100,14,0,0,-693,-1341,8,-109729,-1206405,0,18.4843,0,0,0,0,0,19.2845,0,1,256,0,0,0,1,0,0,0
1005,55,0,100,14,0,0,-693,-1386,8,-160864,-2293760,0,35.0860,0,0,0,0,0,45.1862,0,1,256,0,0,0,1,0,0,0
1008,55,0,100,14,0,0,-692,-1389,8,297868,-258696,0,6.0200,0,0,0,0,0,3.0778,0,1,256,0,0,0,1,0,0,0
